task_id,input_tokens,output_tokens,total_tokens,num_candidates,num_perfect_candidates,is_actually_solved,is_partially_solved,max_score,avg_score,sum_score,pseudo_sum_score,task_difficulty,all_scores
2026-01-19_18-36-43_#0-0: task_1,76188,6785,82973,1,0,False,False,0.0,0.0,0.0,0.0,easy,[0.0]
2026-01-19_18-36-43_#1-0: task_6,51889,5655,57544,2,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0]"
2026-01-19_18-36-43_#2-0: task_6,52502,14142,66644,4,0,False,True,0.5,0.125,0.5,0.5,medium,"[0.5, 0.0, 0.0, 0.0]"
2026-01-19_18-36-43_#3-0: task_1,37987,15693,53680,4,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0]"
2026-01-19_18-36-43_#4-0: task_6,31322,10375,41697,2,0,False,True,0.5,0.25,0.5,0.5,medium,"[0.0, 0.5]"
2026-01-19_18-36-43_#5-0: task_5,90955,17420,108375,5,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-19_18-36-43_#6-0: task_7,65895,7826,73721,2,0,False,False,0.0,0.0,0.0,0.0,hard,"[0.0, 0.0]"
2026-01-19_18-36-43_#7-0: task_3,91441,13465,104906,4,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0]"
2026-01-19_18-36-43_#8-0: task_7,59978,3615,63593,1,0,False,False,0.0,0.0,0.0,0.0,hard,[0.0]
2026-01-19_18-36-43_#9-0: task_6,30514,12872,43386,4,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0, 0.0, 0.0]"
2026-01-19_18-36-43_#10-0: task_3,68266,27029,95295,8,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-19_18-36-43_#11-0: task_1,46057,21129,67186,5,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-19_18-36-43_#12-0: task_3,45597,18621,64218,5,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-19_18-36-43_#13-0: task_4,41639,8197,49836,3,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0, 0.0]"
2026-01-19_18-36-43_#14-0: task_2,55198,14809,70007,4,1,True,False,1.0,0.25,1.0,1.0,easy,"[0.0, 1.0, 0.0, 0.0]"
