task_id,input_tokens,output_tokens,total_tokens,num_candidates,num_perfect_candidates,is_actually_solved,is_partially_solved,max_score,avg_score,sum_score,pseudo_sum_score,task_difficulty,all_scores
2026-03-28_21-38-38_#0-0: task_1,16437,4963,21400,2,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0]"
2026-03-28_21-38-38_#1-0: task_6,34265,5491,39756,2,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0]"
2026-03-28_21-38-38_#2-0: task_6,55820,12710,68530,4,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#3-0: task_1,22942,6620,29562,3,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#4-0: task_6,20986,7064,28050,2,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0]"
2026-03-28_21-38-38_#5-0: task_5,103321,15202,118523,5,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#6-0: task_7,37061,8998,46059,2,0,False,True,0.33,0.165,0.33,0.33,hard,"[0.33, 0.0]"
2026-03-28_21-38-38_#7-0: task_3,115405,15855,131260,4,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#8-0: task_7,48882,5931,54813,1,0,False,False,0.0,0.0,0.0,0.0,hard,[0.0]
2026-03-28_21-38-38_#9-0: task_6,25587,12722,38309,4,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#10-0: task_3,67391,25641,93032,7,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#11-0: task_1,42230,17301,59531,5,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#12-0: task_3,32916,19122,52038,5,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#13-0: task_4,25894,18284,44178,3,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#14-0: task_2,56507,10941,67448,4,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#15-0: task_4,74031,34538,108569,8,0,False,True,0.5,0.125,1.0,1.0,medium,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]"
2026-03-28_21-38-38_#16-0: task_1,47410,24163,71573,8,1,True,False,1.0,0.125,1.0,1.0,easy,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#17-0: task_6,110362,17527,127889,5,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#18-0: task_6,69117,25024,94141,7,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#19-0: task_3,25528,19129,44657,4,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#20-0: task_5,29056,11881,40937,3,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#21-0: task_5,69927,24295,94222,7,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#22-0: task_1,112203,30715,142918,6,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#23-0: task_7,59721,23264,82985,7,0,False,True,0.67,0.142857,1.0,1.0,hard,"[0.33, 0.0, 0.0, 0.0, 0.0, 0.67, 0.0]"
2026-03-28_21-38-38_#24-0: task_6,79986,20981,100967,5,1,True,False,1.0,0.3,1.5,1.0,medium,"[0.0, 1.0, 0.0, 0.0, 0.5]"
2026-03-28_21-38-38_#25-0: task_3,24545,19337,43882,4,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#26-0: task_7,27851,10848,38699,3,0,False,False,0.0,0.0,0.0,0.0,hard,"[0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#27-0: task_6,39264,16300,55564,2,0,False,True,0.25,0.125,0.25,0.25,medium,"[0.0, 0.25]"
2026-03-28_21-38-38_#28-0: task_5,27260,12384,39644,3,0,False,True,0.25,0.083333,0.25,0.25,medium,"[0.0, 0.0, 0.25]"
2026-03-28_21-38-38_#29-0: task_5,97311,9415,106726,2,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0]"
2026-03-28_21-38-38_#30-0: task_2,80738,26874,107612,7,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#31-0: task_2,56820,8646,65466,3,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#32-0: task_3,51904,26562,78466,5,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#33-0: task_7,82078,19520,101598,5,0,False,True,0.67,0.134,0.67,0.67,hard,"[0.67, 0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#34-0: task_2,84503,7535,92038,2,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0]"
2026-03-28_21-38-38_#35-0: task_7,16700,6773,23473,2,0,False,False,0.0,0.0,0.0,0.0,hard,"[0.0, 0.0]"
2026-03-28_21-38-38_#36-0: task_5,55369,19774,75143,6,0,False,True,0.5,0.083333,0.5,0.5,medium,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#37-0: task_1,9513,4475,13988,1,0,False,False,0.0,0.0,0.0,0.0,easy,[0.0]
2026-03-28_21-38-38_#38-0: task_5,49418,21834,71252,5,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#39-0: task_3,38929,17698,56627,4,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#40-0: task_4,40986,15698,56684,5,0,False,True,0.5,0.1,0.5,0.5,medium,"[0.0, 0.0, 0.5, 0.0, 0.0]"
2026-03-28_21-38-38_#41-0: task_1,67458,19618,87076,5,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#42-0: task_1,69258,20523,89781,5,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#43-0: task_7,63615,24075,87690,6,0,False,True,0.33,0.165,0.99,0.99,hard,"[0.0, 0.33, 0.0, 0.0, 0.33, 0.33]"
2026-03-28_21-38-38_#44-0: task_7,77932,23916,101848,8,0,False,False,0.0,0.0,0.0,0.0,hard,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#45-0: task_3,25187,10363,35550,3,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#46-0: task_2,68448,14581,83029,5,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#47-0: task_1,35264,10129,45393,2,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0]"
2026-03-28_21-38-38_#48-0: task_2,105181,14193,119374,5,1,True,False,1.0,0.2,1.0,1.0,easy,"[0.0, 1.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#49-0: task_5,53605,12899,66504,5,0,False,True,0.25,0.05,0.25,0.25,medium,"[0.0, 0.0, 0.0, 0.0, 0.25]"
2026-03-28_21-38-38_#50-0: task_1,18096,3728,21824,1,0,False,True,0.5,0.5,0.5,0.5,easy,[0.5]
2026-03-28_21-38-38_#51-0: task_1,12830,4397,17227,1,0,False,True,0.5,0.5,0.5,0.5,easy,[0.5]
2026-03-28_21-38-38_#52-0: task_6,38364,24129,62493,5,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#53-0: task_1,15575,7292,22867,2,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0]"
2026-03-28_21-38-38_#54-0: task_7,90014,21865,111879,5,0,False,True,0.33,0.066,0.33,0.33,hard,"[0.0, 0.0, 0.33, 0.0, 0.0]"
2026-03-28_21-38-38_#55-0: task_5,28156,5595,33751,2,0,False,True,0.5,0.25,0.5,0.5,medium,"[0.0, 0.5]"
2026-03-28_21-38-38_#56-0: task_7,70478,6657,77135,2,0,False,True,0.33,0.33,0.66,0.66,hard,"[0.33, 0.33]"
2026-03-28_21-38-38_#57-0: task_2,23823,8499,32322,2,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0]"
2026-03-28_21-38-38_#58-0: task_2,8913,5927,14840,1,0,False,False,0.0,0.0,0.0,0.0,easy,[0.0]
2026-03-28_21-38-38_#59-0: task_6,101470,18982,120452,3,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#60-0: task_4,89176,12540,101716,3,0,False,True,0.5,0.166667,0.5,0.5,medium,"[0.5, 0.0, 0.0]"
2026-03-28_21-38-38_#61-0: task_5,21498,8380,29878,3,0,False,True,0.5,0.166667,0.5,0.5,medium,"[0.5, 0.0, 0.0]"
2026-03-28_21-38-38_#62-0: task_2,42365,11361,53726,3,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#63-0: task_3,14197,6329,20526,2,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0]"
2026-03-28_21-38-38_#64-0: task_5,10529,3337,13866,1,0,False,False,0.0,0.0,0.0,0.0,medium,[0.0]
2026-03-28_21-38-38_#65-0: task_7,38641,7497,46138,3,0,False,True,0.17,0.056667,0.17,0.17,hard,"[0.0, 0.0, 0.17]"
2026-03-28_21-38-38_#66-0: task_5,26870,8672,35542,3,0,False,True,0.25,0.083333,0.25,0.25,medium,"[0.25, 0.0, 0.0]"
2026-03-28_21-38-38_#67-0: task_4,14163,6216,20379,2,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0]"
2026-03-28_21-38-38_#68-0: task_2,70820,25269,96089,5,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#69-0: task_5,44657,30602,75259,3,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0, 0.0]"
2026-03-28_21-38-38_#70-0: task_7,36272,15020,51292,2,0,False,True,0.33,0.165,0.33,0.33,hard,"[0.0, 0.33]"
2026-03-28_21-38-38_#71-0: task_6,16182,6738,22920,2,1,True,False,1.0,0.75,1.5,1.0,medium,"[1.0, 0.5]"
