task_id,input_tokens,output_tokens,total_tokens,num_candidates,num_perfect_candidates,is_actually_solved,is_partially_solved,max_score,avg_score,sum_score,pseudo_sum_score,task_difficulty,all_scores
2026-01-27_21-46-00_#0-0: task_3,21596,7180,28776,4,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0]"
2026-01-27_21-46-00_#1-0: task_3,20291,16306,36597,3,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0]"
2026-01-27_21-46-00_#2-0: task_2,15833,6137,21970,3,1,True,False,1.0,0.333333,1.0,1.0,easy,"[0.0, 0.0, 1.0]"
2026-01-27_21-46-00_#3-0: task_6,7412,2737,10149,1,0,False,False,0.0,0.0,0.0,0.0,medium,[0.0]
2026-01-27_21-46-00_#4-0: task_3,11040,2193,13233,2,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0]"
2026-01-27_21-46-00_#5-0: task_6,11001,3281,14282,2,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0]"
2026-01-27_21-46-00_#6-0: task_6,6732,1725,8457,1,0,False,True,0.25,0.25,0.25,0.25,medium,[0.25]
2026-01-27_21-46-00_#7-0: task_6,6691,1462,8153,1,0,False,True,0.25,0.25,0.25,0.25,medium,[0.25]
2026-01-27_21-46-00_#8-0: task_1,6524,1616,8140,1,0,False,False,0.0,0.0,0.0,0.0,easy,[0.0]
2026-01-27_21-46-00_#9-0: task_5,10993,2819,13812,2,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0]"
2026-01-27_21-46-00_#10-0: task_6,3382,1314,4696,0,0,False,False,0.0,0.0,0,0,medium,[]
2026-01-27_21-46-00_#12-0: task_5,6068,4334,10402,1,0,False,False,0.0,0.0,0.0,0.0,medium,[0.0]
2026-01-27_21-46-00_#13-0: task_6,6407,1849,8256,1,0,False,False,0.0,0.0,0.0,0.0,medium,[0.0]
2026-01-27_21-46-00_#14-0: task_2,1924,903,2827,0,0,False,False,0.0,0.0,0,0,easy,[]
2026-01-27_21-46-00_#23-0: task_6,25857,20563,46420,5,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-27_21-46-00_#24-0: task_3,11023,7418,18441,2,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0]"
2026-01-27_21-46-00_#25-0: task_7,15911,4137,20048,3,0,False,False,0.0,0.0,0.0,0.0,hard,"[0.0, 0.0, 0.0]"
2026-01-27_21-46-00_#26-0: task_1,26272,21695,47967,3,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0]"
2026-01-27_21-46-00_#27-0: task_2,6725,1959,8684,1,0,False,False,0.0,0.0,0.0,0.0,easy,[0.0]
2026-01-27_21-46-00_#28-0: task_7,20734,6149,26883,4,0,False,True,0.33,0.0825,0.33,0.33,hard,"[0.0, 0.0, 0.0, 0.33]"
2026-01-27_21-46-00_#29-0: task_1,11457,6216,17673,2,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0]"
2026-01-27_21-46-00_#30-0: task_7,6599,1915,8514,1,0,False,True,0.33,0.33,0.33,0.33,hard,[0.33]
2026-01-27_21-46-00_#31-0: task_3,6463,1659,8122,1,0,False,False,0.0,0.0,0.0,0.0,easy,[0.0]
2026-01-27_21-46-00_#32-0: task_4,21857,6180,28037,4,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0, 0.0, 0.0]"
2026-01-27_21-46-00_#33-0: task_3,20325,15496,35821,4,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0]"
2026-01-27_21-46-00_#34-0: task_1,10995,6982,17977,2,1,True,False,1.0,0.5,1.0,1.0,easy,"[0.0, 1.0]"
2026-01-27_21-46-00_#35-0: task_2,9969,7260,17229,2,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0]"
2026-01-27_21-46-00_#36-0: task_5,10754,3117,13871,2,0,False,True,0.5,0.25,0.5,0.5,medium,"[0.5, 0.0]"
2026-01-27_21-46-00_#37-0: task_6,16317,6375,22692,3,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0, 0.0]"
2026-01-27_21-46-00_#38-0: task_3,16504,4637,21141,3,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0]"
2026-01-27_21-46-00_#39-0: task_2,16660,13589,30249,2,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0]"
2026-01-27_21-46-00_#40-0: task_6,20493,18790,39283,3,0,False,True,0.5,0.166667,0.5,0.5,medium,"[0.0, 0.5, 0.0]"
2026-01-27_21-46-00_#41-0: task_4,6536,5206,11742,1,0,False,False,0.0,0.0,0.0,0.0,medium,[0.0]
2026-01-27_21-46-00_#42-0: task_4,16383,2727,19110,3,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0, 0.0]"
2026-01-27_21-46-00_#43-0: task_6,7441,3053,10494,1,0,False,True,0.5,0.5,0.5,0.5,medium,[0.5]
2026-01-27_21-46-00_#44-0: task_4,15741,4837,20578,3,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0, 0.0]"
2026-01-27_21-46-00_#45-0: task_2,11355,3786,15141,2,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0]"
2026-01-27_21-46-00_#46-0: task_3,10998,6010,17008,2,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0]"
2026-01-27_21-46-00_#47-0: task_2,15802,2797,18599,3,1,True,False,1.0,0.333333,1.0,1.0,easy,"[1.0, 0.0, 0.0]"
2026-01-27_21-46-00_#48-0: task_2,6083,1938,8021,1,0,False,False,0.0,0.0,0.0,0.0,easy,[0.0]
2026-01-27_21-46-00_#49-0: task_6,6156,1495,7651,1,0,False,False,0.0,0.0,0.0,0.0,medium,[0.0]
2026-01-27_21-46-00_#50-0: task_5,6559,1910,8469,1,0,False,False,0.0,0.0,0.0,0.0,medium,[0.0]
2026-01-27_21-46-00_#51-0: task_5,11472,3178,14650,2,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0]"
2026-01-27_21-46-00_#52-0: task_3,10717,2404,13121,2,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0]"
2026-01-27_21-46-00_#53-0: task_6,20971,5190,26161,4,1,True,False,1.0,0.25,1.0,1.0,medium,"[1.0, 0.0, 0.0, 0.0]"
2026-01-27_21-46-00_#54-0: task_5,12554,9659,22213,2,0,False,False,0.0,0.0,0.0,0.0,medium,"[0.0, 0.0]"
2026-01-27_21-46-00_#55-0: task_3,21571,12009,33580,4,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0]"
2026-01-27_21-46-00_#56-0: task_2,20410,7254,27664,3,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0]"
2026-01-27_21-46-00_#57-0: task_2,20359,13375,33734,4,0,False,False,0.0,0.0,0.0,0.0,easy,"[0.0, 0.0, 0.0, 0.0]"
