task_id,input_tokens,output_tokens,total_tokens,num_candidates,num_perfect_candidates,is_actually_solved,is_partially_solved,max_score,avg_score,sum_score,pseudo_sum_score,all_scores
2026-01-07_09-06-51_#1-0: task_3,22160,651,22811,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-07_09-06-51_#2-0: task_2,21996,745,22741,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-07_09-06-51_#3-0: task_6,12891,405,13296,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-07_09-06-51_#4-0: task_3,31807,845,32652,5,0,False,True,0.5,0.1,0.5,0.5,"[0.0, 0.5, 0.0, 0.0, 0.0]"
2026-01-07_09-06-51_#5-0: task_6,32090,882,32972,6,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-07_09-06-51_#6-0: task_6,27172,573,27745,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-07_09-06-51_#7-0: task_6,31863,821,32684,6,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-07_09-06-51_#8-0: task_1,31654,741,32395,6,1,True,False,1.0,0.166667,1.0,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-01-07_09-06-51_#9-0: task_5,31279,714,31993,6,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-07_09-06-51_#10-0: task_6,21468,524,21992,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-07_09-06-51_#11-0: task_2,21873,573,22446,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-07_09-06-51_#12-0: task_5,16745,555,17300,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-07_09-06-51_#13-0: task_6,16980,595,17575,3,0,False,True,0.25,0.083333,0.25,0.25,"[0.0, 0.25, 0.0]"
2026-01-07_09-06-51_#14-0: task_2,6526,218,6744,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-07_09-06-51_#15-0: task_2,16182,463,16645,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-07_09-06-51_#16-0: task_4,16030,458,16488,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-07_09-06-51_#17-0: task_4,21210,505,21715,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-07_09-06-51_#18-0: task_3,20895,498,21393,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-07_09-06-51_#19-0: task_6,16111,434,16545,3,0,False,True,0.5,0.166667,0.5,0.5,"[0.5, 0.0, 0.0]"
2026-01-07_09-06-51_#20-0: task_6,17670,545,18215,3,0,False,True,0.5,0.333333,1.0,1.0,"[0.5, 0.5, 0.0]"
